       195/3660      , 0.00066365,   0.013157,  0.0015358,    -1.6022,   -0.00133
       196/3660      , 0.00066365,   0.012649, 0.00082842,    -1.6021, -0.0025428
       197/3660      , 0.00066365,   0.012179, 0.00077122,    -1.6018, -0.0030683
       198/3660      , 0.00066251, 0.00038702, 0.00034625,    -1.6045,  -0.015311
       199/3660      , 0.00066251, 0.00038504, -0.00016555,    -1.6047,  -0.015827
       200/3660      , 0.00066251, 0.00038651, -6.2812e-05,    -1.6044,  -0.015721
       201/3660      , 0.00066251, 0.00038691, -0.00018423,    -1.6044,  -0.015841
       202/3660      , 0.00066251, 0.00038701, -0.00017215,     -1.604,  -0.015825
       203/3660      , 0.00066251, 0.00038717, -0.00034277,     -1.604,  -0.015995
       204/3660      , 0.00066137,  0.0057493, 0.00055027,     -1.604, -0.0097403
       205/3660      , 0.00066137,  0.0035467, 0.00041626,    -1.6052,  -0.012089
       206/3660      , 0.00066137,  0.0031238, 0.00017041,    -1.6052,  -0.012758
       207/3660      , 0.00066137,  0.0021674, -6.7464e-05,    -1.6049,  -0.013949
       208/3660      , 0.00066137,  0.0020724, 9.0752e-06,    -1.6048,  -0.013967
       209/3660      , 0.00066137,  0.0020728, -0.0002313,    -1.6045,  -0.014203
       210/3660      , 0.00066024,  0.0015708, -0.00025281,    -1.6068,   -0.01475
       211/3660      , 0.00066024,  0.0015141, 0.00024902,     -1.607,  -0.014307
       212/3660      , 0.00066024,   0.001462, -0.00016646,    -1.6068,  -0.014772
       213/3660      , 0.00066024,  0.0013086, -0.00017013,    -1.6064,  -0.014926
       214/3660      , 0.00066024,  0.0013081, -0.00035168,    -1.6062,  -0.015106
       215/3660      , 0.00066024,  0.0013296, -0.00018482,    -1.6057,  -0.014912
       216/3660      ,  0.0006591, 0.00038873, 0.00023682,    -1.6083,  -0.015457
       217/3660      ,  0.0006591, 0.00038847, 3.5269e-05,    -1.6081,  -0.015657
       218/3660      ,  0.0006591, 0.00038976, -0.00021821,    -1.6076,  -0.015905
       219/3660      ,  0.0006591, 0.00038963, -6.9106e-05,    -1.6071,  -0.015751
       220/3660      ,  0.0006591, 0.00039284, -0.00018907,    -1.6067,  -0.015863
       221/3660      ,  0.0006591, 0.00038916, -6.2449e-05,    -1.6067,  -0.015741
       222/3660      , 0.00065797, 0.00038873, -3.948e-05,    -1.6082,  -0.015733
       223/3660      , 0.00065797, 0.00038582, -3.7327e-05,    -1.6079,   -0.01573
